Tag;English_Source
MonuA_Title;Fate of Time
MonuA_0_Content;I was called upon to make my choice between secrecy and the unknown.<br /><br />If I chose to focus on Utopian Experiments and conceal the time machine, the townspeople may be slightly harder to please, but I would ensure stability and have time to devise a new schematic.<br /><br />However, if I were the <b>only one</b> to release the time machine schematics, I would receive extra glory. This choice would definitely cause a completely random special event to occur. It might be really good, really terrible, or somewhere in between.<br /><br /><b>The decision was easy. We should:</b>
MonuA_0_Content1;<link=0>Focus on Utopian Experiments and keep the schematics hidden.</link><br /><br /><link=1>Release the Time Machine schematics to the general public.</link>
MonuB_Title;Fate of Time
MonuB_0_Content;I was called upon to make my choice between secrecy and the unknown.<br /><br />If I chose to focus on Utopian Experiments and conceal the time machine, the townspeople may be slightly harder to please, but I would ensure stability and have time to devise a new schematic.<br /><br />However, if I were the <b>only one</b> to release the time machine schematics, I would receive extra glory. This choice would definitely cause a completely random special event to occur. It might be really good, really terrible, or somewhere in between.<br /><br /><b>The decision was easy. We should:</b>
MonuB_0_Content1;<link=0>Focus on Utopian Experiments and keep the schematics hidden.</link><br /><br /><link=1>Release the Time Machine schematics to the general public.</link>
MonuC_Title;Fate of Time
MonuC_0_Content;I was called upon to make my choice between secrecy and the unknown.<br /><br />If I chose to focus on Utopian Experiments and conceal the time machine, the townspeople may be slightly harder to please, but I would ensure stability and have time to devise a new schematic.<br /><br />However, if I were the <b>only one</b> to release the time machine schematics, I would receive extra glory. This choice would definitely cause a completely random special event to occur. It might be really good, really terrible, or somewhere in between.<br /><br /><b>The decision was easy. We should:</b>
MonuC_0_Content1;<link=0>Focus on Utopian Experiments and keep the schematics hidden.</link><br /><br /><link=1>Release the Time Machine schematics to the general public.</link>
MonuD_Title;Fate of Time
MonuD_0_Content;I was called upon to make my choice between secrecy and the unknown.<br /><br />If I chose to focus on Utopian Experiments and conceal the time machine, the townspeople may be slightly harder to please, but I would ensure stability and have time to devise a new schematic.<br /><br />However, if I were the <b>only one</b> to release the time machine schematics, I would receive extra glory. This choice would definitely cause a completely random special event to occur. It might be really good, really terrible, or somewhere in between.<br /><br /><b>The decision was easy. We should:</b>
MonuD_0_Content1;<link=0>Focus on Utopian Experiments and keep the schematics hidden.</link><br /><br /><link=1>Release the Time Machine schematics to the general public.</link>
MonuE_Title;Fate of Time
MonuE_0_Content;I was called upon to make my choice between secrecy and the unknown.<br /><br />If I chose to focus on Utopian Experiments and conceal the time machine, the townspeople may be slightly harder to please, but I would ensure stability and have time to devise a new schematic.<br /><br />However, if I were the <b>only one</b> to release the time machine schematics, I would receive extra glory. This choice would definitely cause a completely random special event to occur. It might be really good, really terrible, or somewhere in between.<br /><br /><b>The decision was easy. We should:</b>
MonuE_0_Content1;<link=0>Focus on Utopian Experiments and keep the schematics hidden.</link><br /><br /><link=1>Release the Time Machine schematics to the general public.</link>
MonuRes_Title;{{0=?|A Bend Towards Chaos|A Secure Future}}
MonuRes_Content;{{0=?|To hell with academia! I was not afraid of some minor fourth-dimensial tampering. Would it not be immoral to refuse all persons the basic human right to alter their own fate? I would unlock and disperse the secrets of creation no matter what horrors lay before me.<br /><br />Publishing the means to construct a time machine to the general public was a calculated move that even the most daring polymath wouldn't be brave enough to make. My family would leave an indelible mark on the timeline of the cosmos regardless of the anarchic course that now lay ahead.|Bold as it would have been to openly allow the public to source parts and make their own journey through time, the potential time loss was too great to ignore. With the future already at my fingertips, there was no need to ride the waves of chaos. With the precision of a potter molding clay at the wheel, I would design a perfect world.}}<br /><br />Because of our decision, the town has seen the brilliance of our vision and will honor the best amongst us appropriately with a special monument.
ParadoxRandoEvent_Title;The Consequences of Free Time Travel
ParadoxRandoEvent_Content;The fools! The absolute imbeciles! The diabolical currs! My cousins knew there could be dire consequences for allowing time travel to become accessible to almost anyone, and now I would be forced to abide the random effects of a force unknown.
ParadoxRandoEvent_Content1;<link=0>Click to create a new paradox!</link>
ParadoxTimeRandom_Title;{{0=|A Surge of Productivity|A Clarity of Purpose|None Left Behind|Future Notes|Trust and Benevolence|A Return to Suspicion|Targeted|Utter Catastrophe}}
ParadoxTimeRandom_Content;{{0=|The time device proved to be invaluable for productivity. While the general populace squabbled over self-interests, creating and destroying the countryside in equal measure with varying degrees of incalculable existential horror, I was generally left to my leisure in solitude with my spouse and servants.<br /><br />One flick of an electrical switch and the copper fixtures of the device sent me back to the moments before a failed experiment. I soon became acquainted with visitations from myself, even sharing tea with several versions of my person to talk over and revise a particularly difficult thesis. While the process aged me quicker than desired, the ingredients it saved and the excellent conversation proved well worth it.|Technological advancement retrieved from the future, the stability offered by knowing you can change your past, the ability to travel backwards in time to guide one's self away from a rough day ahead - general access to a time machine could lift a near Utopia right to the edge of perfection!<br /><br />While I was somewhat disappointed in the lack of chaos, I was ecstatic at the reaction of the university elite. Our decision had such a positive effect on the world, it made the academics positively seethe! Those furrowed brows and anxious worry lines grafted onto their imbecilic faces made the outcome of this rash decision a joy to behold. It wasn't long before this joy gave way to clarity of purpose. I felt reinvigorated, hoping each day that my next experiment would evoke the same horrific response.|If I were to forgo humility for a moment and describe one of my most favorable traits, I am a creature of infinite patience. So, I watched as the first experiments in time alteration bore miniscule results and continued in my tasks without paying them much heed. Like all initial fascinations, the wave of interest in manipulating fate slowly gave way to other technological distractions and time machines became popular children's toys around the holidays.<br /><br />I cannot recollect the moment when I noticed it, perhaps it happened naturally, but as the timeline shifted ever so slowly, it appeared that the forces aligning the cosmos preferred stasis over the whims of chaos. With each passing season, the studious gap between myself and my cousins seemed to edge ever closer.<br /><br />And though I abhorred the thought of intervention from forces outside of my understanding, I cannot say that I did not relish my stoicism being rewarded.|There are narrative consequences for unleashing a Time Machine into the wild, and the devastation is too far-reaching for one single paragraph in a mad scientist's memoir to detail. However, it has <b>no effect on gameplay</b> and therefore will be omitted.<br /><br />It is better to write these words now in anticipation of the game, My Father's Work, which will see release in 2022 and detail the historical events of my family. I've played it a few times during my travels and while I wish it had a solo version, it's still very good.<br /><br />Perhaps history will no longer align with the narrative presented in the game and this paragraph will seem oddly out of place. Ah, such is the confounding nature of time travel.|The people have developed a sense of trust and acceptance for my work after the unmitigated success of the time altering apparatus. Trust and acceptance? I grapple with this concept with many of my waking hours. Even on the days where I feel emboldened to venture backwards into the timestream to undo this stomach-turning adoration, some peon in the village simply undoes my work.<br /><br />My beautifully macabre estate is now looked upon with exuberance by tourists to the region. Tourists! By god, this will make pushing the boundaries of ethical imagination nearly impossible! I must break through this irrational barrier of love and generosity before it stifles my work!|How could they accuse us of sedition? The Time Machine was my family's gift to all of humanity and yet they call it willfully negligent and unethical!<br /><br />Do we blame Prometheus for every home burnt to the ground because of the invention of fire? Is the zoetrope responsible for every detestable piece of film created after it? Should we ban perfumes and colognes for their ability to more fervently entice couples into intimacy? It is only natural that the most important discoveries carry with them a modicum of insidious potential.<br /><br />It is absurd that a correlative effect is so readily pinned upon me. Yet, their superstitions have once again returned!|They discovered who did it. Hungarian government tracked it.<br /><br />Perhaps it was easy to discern this information as every pamphlet, editorial, journal, and detailed blueprint was signed in bold ink. It was all for naught as well. The Hungarian government quietly tracked each copy down with the assistance of the scientific community, and secured this knowledge for themselves alone.<br /><br />My family's decision to disseminate this information had dire consequences for those that chose this path. Their Masterwork was rendered pointless to complete as it would be confiscated immediately by police force emboldened by access to the time stream. Fortunately, those that decided to remain silent could not be implicated merely by association and remained free to continue their work.|There is always a cycle of destruction and renewal with every major epoch in the world's history, and this would probably be seen as a minor stumbling block in the overall chronology of events. With the ease of general access to a device that had the power to bend time and space around it, it was soon discovered that the average individual may have lacked the self-control and intelligence required to prevent the catastrophic destruction of nearly every living thing in Eastern Europe.<br /><br />Owning an Estate made of stone, looming high above the valley, I was able to retain most of my possessions. Although the air was now tinged with a hint of sulfur and resources were a touch harder to procure.<br /><br />This was a minor setback.}}
ParadoxEvent_Title;{{0=?|Monument to Progress|Rebuilding}}
ParadoxEvent_Content;{{0=?|The town offered a token of their appreciation for setting their trajectory towards a Utopian future.|With no monument built, the remaining people in the region set to the unfortunate task of reconstructing a landscape torn apart by time paradoxes and interdimensional beings.<br /><br />It was a bitter pill to swallow. I had done so much - given so much of myself. To receive no reward for offering the gift of time travel to the world - despite the total and utter chaos it affected - tainted my otherwise impeccable reputation.}}
ATOW_Title;A Time of War
COWRes_Content;Tally the vote count <i>(if there is a tie, the outcome is <b>benevolence</b>)</i>.<br><br><b>Please choose the outcome of your vote:</b>
CommemorativeSignIn_Content;It was both a marvelous testament to the scientific spirit and a bitter eyesore sculpted from marred stone by amateur architects. My humility would not allow me to view it in a truly positive light. Yet, as frivolous as it was, it was vital in imprinting the legacy of my most revered family upon the region.<br><br><b>Which player visited the Commemorative Statue today?</b>
MonarchReign_Church_Content;Visit the Local Church to atone for sins and reduce Creepy.
MonarchReign_Church_Title;Local Church
MonarchReign_MostDecrees_Content;{{2=?|The player who makes the most decrees will gain a <b>bonus</b> at the End of the Generation.|The player who makes the most decrees that {{1=?|aided the people|hurt the people}} will gain a <b>{{0=decbon}}VP bonus</b> at the End of the Generation.}}
MonarchReign_MostDecrees_Title;Most Decrees
MonarchReign_RoyalDecree_ClickHere;click here to make a royal decree.
MonarchReign_RoyalDecree_Content;The Monarchy is likely to listen to those who are generous. When a player visits the <b>Regional Advisor</b> and pays $1,
MonarchReign_RoyalDecree_Title;Royal Decree
MonarchReign_RoyalEye_Content;Any player with a <icon=Creepy_Icon> Marker on their Score Track Marker, <b>loses 1VP</b> whenever they gain <icon=Creepy_Icon>.
MonarchReign_RoyalEye_Title;Royal Eye
MonarchReign_RoyalsTakeNotice_ClickHere;click here for the negative consequence they must endure.
MonarchReign_RoyalsTakeNotice_Content;If a player ever overlaps or exceeds the <icon=S3_CrownToken> token on the <icon=Creepy_Icon> Track,
MonarchReign_RoyalsTakeNotice_Title;Royals Take Notice
MonarchReign_Shadow_Content;At the End of the Generation, the player(s) closest to the <icon=S3_CrownToken> token on the <icon=Creepy_Icon> Track without overlapping or exceeding it will <b>gain 6VP</b>.
MonarchReign_Shadow_Title;Like a Whispering Shadow
MonarchReign_WeaponBonus_Content;{{0=?|<icon=S3_WeaponToken> tokens can be spent like money to pay for any costs. Each <icon=S3_WeaponToken> token is worth $1.|Each <icon=S3_WeaponToken> token is worth 1VP at the End of the Generation.}}
MonarchReign_WeaponBonus_Title;Weapon Token Bonus
Peace_End_Content;When all players are ready, click below to proceed to the next round.
Peace_End_Title;Continue to Next Round
PlayerScoreName_Content;Enter final score for <b>{{0=playerName}}</b>:
PromptNextTieBreakerMoney_Content;Enter remaining money for <b>{{0=playerName}}</b> to break the tie:
Reign10_0_Content;As the royal family's favored advisor, my trip to Budapest included an opportunity to attend to a crisis amongst the peasantry.<br><br><b>The choice became clear to me after a momentary deliberation. I chose:</b>
Reign10_0_Content1;<link=0>I took the side of the people.</link><br><br><link=1>To hell with the people.</link>
Reign1b_Title;Thanks from the Advisor
Reign2b_Title;A Note of Thanks
Reign3b_Title;Thanks Are in Order
Reign4b_Title;Thanks Are in Order
Reign6b_Title;Thank You
Reign7b_0_Content;{{0=crownL}} {{1=ch1}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign7c2_0_Content;{{0=crownR}}<br><br><i>Reminder: The <icon=S3_CrownToken> token can only move into numbered spaces on the track. If a movement would cause it to move into the start or end space, this movement is ignored.</i>
Reign8b_Title;Thanks from the Advisor
ReignIntro_Content;{{0=?|The royal advisor had anticipated my visit and breathed a sigh of relief when I entered. Clearly the responsibility did not suit him. I was all too happy to encourage that attitude.|The new Unified Monarchist building felt distinctly out of place in the town center - as distant in tone and architecture as the royal capitol from the countryside. The royal advisor himself was similarly off kilter. He was a portly man of considerable age with a gray moustache, stiff and twirled. His bright clothes ballooned in all directions.}}<br><br>I had sent a brief correspondence in advance, so I signed the guest book and entered quickly with practiced etiquette.<br><br><b>Please click on your name:</b>
RoyalPriceisRight_1_Content;Turn to page <b>9</b> of the Village Chronicle.{{0=?|<br><br>Then, since this is a 3 player game, pass the starting player marker clockwise 1 additional time.|}}
CostStick1_0_Content;Any player who has a <icon=S3_WoodenFigureToken> token returns it to the Scenario box and <b>gains $2</b>.
FigureontheTrackIn_1_Content;Place the Storybook device back where all players can see it. Click to continue.
FigureontheTrackIn_Content;Pass the Storybook device to the player with the <b>{{0=figure}}</b> token.
FigureontheTrackInb_0_Content;Remove the Suspicion Marker and <icon=AngryMob_Icon> Marker from the <icon=Creepy_Icon> Track. The player with the {{0=figure}} token places it on space <b>{{1=accolade}}</b> of the <icon=Creepy_Icon> Track.<br /><br />The first time a player's marker ever reaches or exceeds the <b>{{0=figure}}</b> token, <b>{{2=?|they may immediately build a Vanity Estate Upgrade of their choice|they may immediately take a Perform Experiment action}}</b>.
FutureStick_0_Content;Any player who has a <icon=S3_WoodenFigureToken> token returns it to the Scenario box and takes an <b>Advanced Ingredient</b> of their choice.
Late2ResA_0_Content;Each player gains 2 Resources (of any type) from the supply and adds them to their Quarters.
MonuRes_0_Content;Retrieve the <b>In Memoriam</b> Estate Upgrade and place it face-up near the Village Chronicle.<br /><br />{{0=summary}}
NobodyFigures_0_Content;Remove the Suspicion Marker and <icon=AngryMob_Icon> Marker from the <icon=Creepy_Icon> Track. Retrieve the {{0=figure}} token and place it on space <b>{{1=accolade}}</b> of the <icon=Creepy_Icon> Track.<br /><br />The first time a player's marker ever reaches or exceeds the <b>{{0=figure}}</b> token, <b>{{2=?|they may immediately build a Vanity Estate Upgrade of their choice|they may immediately take a Perform Experiment action}}</b>.
ParadoxEvent_0_Content;The player who has {{0=?|moved the furthest along the <icon=Insanity_Icon> Track|most completed Utopian Experiments}} <b>gains the In Memoriam</b> Estate Upgrade. <i>If there is a tie, the one with the fewest VP receives the tile.</i>
ParadoxFirst_0_Content;Retrieve the <b>Giant Masterwork</b> Experiments. Each player retrieves the matching Giant version of their Masterwork and returns their original Masterwork to the box. Any newly drawn Masterworks will now be chosen from their Giant versions.
ParadoxGiantCheck_Title;Giant Masterwork Check
ParadoxGiantCheck_Content;How many players completed their <b>Giant Masterwork</b>?
ParadoxGiantCheck_Content1;<link=0>0</link><br /><br /><link=1>1</link><br /><br /><link=2>2</link><br /><br /><link=3>3</link><br /><br /><link=4>4</link>
ParadoxTimeRandom_0_Content;{{2=|All players <b>draw a C-level Experiment</b> and immediately place it into their <b>Stored Experiments</b>. Do not gain any VP, penalties, or rewards for this experiment. It counts as a Completed C-level Experiment.|All players immediately move their <icon=Insanity_Icon> marker to the starting space. Then, all players gain 1 Compulsion.|Each player immediately <b>gains 2VP for each other player token</b> ahead of them on the VP track.|Nothing happens. However, the emotions the players feel at this lack of chaos affecting the game is very real, I'm sure.|All players <b>lose</b> 1 <icon=Creepy_Icon> for each Estate upgrade with a <icon=Creepy_Icon> on it. <i>If this would cause a player to retreat to the left past the {{0=figure}} token, they must return a Vanity Estate Upgrade to the supply.</i>|Retrieve the Angry Mob marker and place it on the space on the Creepy Track with the {{0=figure}} token. Then return the {{0=figure}} token to the scenario box. The original Angry Mob rules are in effect again.<br /><br /><i>If any player has already reached or exceeded this space on the Angry Mob track, they must return a Vanity Estate Upgrade to the supply.</i>|{{1=targeted}}<br /><br />Any player with a face-down Masterwork can no longer complete it this Generation. <i>If you have already completed it, immediately lose an amount of VP equal to the completion value on the front side and gain 3 Resources (ingredient, knowledge, or money) from the supply.</i>|Turn to page <b>22</b> of the Village Chronicle.<br /><br />Return the <b>In Memoriam</b> upgrade tile to the scenario box. Return the <b>{{0=figure}}</b> token to the scenario box.}}
Paradox_AngryMobReturn_Title;Angry Mob Return
Paradox_AngryMobReturn_Content;All <icon=AngryMob_Icon> icons are in effect once again. As normal, if a player meets or exceeds the Angry Mob token on the Creepy Track, they cannot perform actions in Town.
Paradox_End_Title;Continue to Next Round
Paradox_InMemoriamDestroyed_Title;In Memoriam
Paradox_InMemoriamDestroyed_Content;With the near-total destruction of {{0=townname}}, there is no one available to honor scientific achievement. <b>This will no longer be awarded</b>.
Paradox_InMemoriam_Title;In Memoriam
Paradox_InMemoriam_Content;With our brand of ethically dubious science now considered a legitimate classification of study, the city council would like to build a memorial. <b>{{0=?|The player who has moved the furthest along the <icon=Insanity_Icon> Track|The player with the most completed Utopian Experiments}}</b> at the end of the Generation will gain this tile for no cost. <i>If there is a tie, the one with the fewest VP receives the tile.</i>
Paradox_ScienceAtAnyCost_Title;Science At any Cost
Paradox_ScienceAtAnyCost_Content;Ignore any <icon=AngryMob_Icon> icons. The {{0=figure}} token remains in the same spot for the entire Generation. The first time each player reaches or exceeds the <b>{{0=figure}}</b> token, <b>{{1=?|they may immediately build a Vanity Estate Upgrade of their choice|they may immediately take a Perform Experiment action}}</b>.
Paradox_Setup_Title;SETUP
Paradox_Setup_Content;Turn to page <b>15</b> of the Village Chronicle.{{0=?|<br /><br />Then, since this is a 3 player game, pass the starting player marker clockwise 1 additional time.|}}
Paradox_Technician_Title;Technician
Paradox_Technician_Content;When visiting the <b>Technician</b>, you may pay 1 basic Ingredient to gain the matching <b>Advanced Ingredient.</b> This trade can only be performed once per action.
Paradox_Title;Forward to Progress
Paradox_University_Title;University
Paradox_University_Content;When you visit this location, pay $1 to gain a Caretaker from Lost.
Paradox_University_ClickHere;Click here for a detailed explanation.
Paradox_Utopian_Title;Utopian Experiments
Paradox_Utopian_Content;A new set of Experiments are available for players to complete. They may be drawn whenever any action would allow a player to draw new Experiments.
Paradoxical_0_Content;Retrieve the <b>Time Paradox</b> cards and shuffle them into a face-down deck. Each player draws a <b>Time Paradox</b> card for <b>each</b> <icon=S3_ParadoxToken> token in their possession.<br /><br />While most <b>Time Paradox</b> cards have a negative effect and are resolved immediately, some <b>Time Paradox</b> cards have special effects and must be kept face-up for the remainder of the Generation.
TimeTravelEvent_0_Content;Return the <b>Time Machine Repair</b> cards to the Scenario box.<br /><br />Retrieve the <b>Utopian Experiments</b> from the Scenario box. Shuffle them face-down and place them nearby to form a deck.<br /><br />Each player then <b>draws 1 Utopian Experiment</b> and adds it to their hand.
TimeTravelEventb_0_Content;Retrieve the <b>Advanced Ingredient</b> tokens and form a supply in reach of all players.<br /><br />When visiting the <b>Technician</b>, you may pay 1 basic Ingredient to gain the matching <b>Advanced Ingredient.</b> This trade can only be performed once per action.
CostStick2_0_Content;Any player with a <b>Wooden Figure</b> token returns it to the Scenario box and the <b>Storage Shed</b> has no effect for them at the start of this Generation.
CostStick2_Content;I could not determine why I had held onto such a grotesque, amateurish item. However, although I had no scientific basis for the assessment, its presence appeared to provide an aura of ill fortune. My endeavours suffered and frustrations at my lack of productivity became a destructive force. I cast the figure into the fireplace in a fit, but the essence remained.
CostStick2_Title;Ill Fortune
CostStick_0_Content;Any player with a <icon=S3_WoodenFigureToken> token returns it to the Scenario box and <b>gains 1 Resource</b> of their choice.
CostStick_Content;I could not determine why I had held onto such a grotesque, amateurish item. However, although I had no scientific basis for the assessment, its presence appeared to provide an aura of good fortune. My endeavors were more easily bolstered and my resolution firmer upon viewing it.
CostStick_Title;Good Fortune
Late2ResB_0_Content;Each player <b>gains 2 Resources (of any type)</b> from the supply and adds them to their Quarters.
Late2ResB_Content;For some reason which was never fully explained to me - I assumed it was my family's willingness to <b>fully and silently collaborate</b> in the past - the villagers were even more jovial and accepting of me continuing the important work left to gather dust for so many years. They even opened their coffers to me.<br /><br />It would have been uncouth of me not to accept their generosity despite, and I assure you of this fact, my considerable and self-made wealth.
Late2ResB_Title;Gift of Silence
OldManNo_0_Content;<b>Discard an Experiment card from your hand.</b>
OldManNo_Content;It was both a letter from the future written on bright, bleached stationary of an exceedingly fine consistency: and yet somehow also a ragged note scrawled in blood on a sheet of papyrus. I became fixated upon the deciphering the cryptic passages from two different times, spending countless hours attempting to stabilize it in some way.<br /><br />But the task proved too daunting and too vexing to complete! I threw it into the fires of my hearth in exasperation, only to watch it burn and cool itself in an endless loop. I lost much time and attention with my emotional reaction and I knew I should not have allowed the paradox to displace my emotions so boldly!
OldManNo_Title;No Consequence
OldManToken_0_Content;One morning under a swirling green sky, as I considered the viability of electrical conductivity for use as an incision tool in surgery, the caretaker discovered a small letter wrapped in twine upon my doorstep. As I hastily opened the note, it seemed to flicker wildly as if the time stream were resisting my actions.<br /><br />"Which flag do you fly?" <i>Which Flag token do you have?</i>
OldManToken_0_Content1;<link=0>Separatists</link><br /><br /><link=1>Unified Monarchists</link>
OldManToken_Content;Carefully give this Storybook device to the player with the <b>{{0=figure}}</b> token and do not allow any other players to see the screen.
OldManToken_Title;Secret Note
OldManYes_0_Content;Place the {{0=figure}} token near your Estate Affairs action. <b>When you take the Estate Affairs action to draw cards, do not discard.</b>
OldManYes_Content;It seemed completely out of place to receive a letter detailing my grandparents significant impact within the resistance forces. The results spoke for themselves.<br /><br />Upon unfolding the letter, I was surprised by its suddenly smooth surface and I dropped it onto the stone floor. While the words were still visible, they appeared to illuminate themselves from behind a clear pane of now fractured glass. When I lifted it again, the text scrolled with the motion of my thumb and a near endless supply of words were revealed to me. With this strange, future, electronic, mail in my laboratory I had no shortage of ideas!
OldManYes_Title;Underground Contacts
Stasis_0_Content;The player who completed their Masterwork <b>gains 5VP</b>.<br /><br />Each player <b>gains 1 <icon=Bodies_Icon></b>.
Stasis_Content;I felt the fiber of my being congeal from an oscillating tension I had endured for so long that my blood could no longer perceive it. The sky remained red for a brief moment, a faint electronic chord sounded, and neon grid-like lines flashed through all the objects in the world before disappearing once again. The time-loop had been closed.<br /><br />As expected, as soon as the deed was completed, the original time traveling {{0=|couple|trio|quartet}} returned once again: or in this case, for the first time. They seemed oblivious to what had transpired in the past or how my cousins and I viewed them as the cause of decades of suffering and interruption.<br /><br />Elderly as they were, they were easily dispatched.<br /><br />I messaged my cousins, declaring that the time machine was secured. They seemed grateful that peace had finally been restored and nothing more would interrupt our important work.
Stasis_Title;Timeline Stabilized
TimeWarp1st_Content;The sky cast a crimson glow upon the stone walls of my estate. I felt the air crackle with energy once again.
TimeWarp1st_Title;Time Shifts
TimeWarp2_0_Content;<b>All players retrieve ALL their pieces from Lost</b> as their servants from the multiverses reappear to provide assistance.
TimeWarp2_Content;Whether my cousins and I dallied too long amongst the bounties of this alternate timeline or the universe required a reset, the mangled time-stream continued onward with or without my intervention.<br /><br />The sky cast a crimson glow upon the stone walls of my estate. I felt the air crackle with energy once again.
TimeWarp2_Title;Time Shifts Naturally
TimeWarp_0_Content;<b>Lost in Time</b> - All player pieces are removed from the Town board and placed in Lost.<br /><br />The player who took the action that triggered this Time Shift <b>gains {{0=bonusVp}}VP</b>.
TimeWarp_Content;{{0=|I could see a rift - a shimmering slice in the fabric of time - open up before me.|After conducting my business, I felt the Earth tremble beneath my feet. My blood vessels pulsed, bulging varicose above my straining muscles as an unseen force seemed to press upon me.|A bolt of lightning carved through the pathway ahead, sending my carriage to an abrupt halt. The air swirled into a violent tornado around me.|My stomach fell. A lump caught in my throat.}}
TimeWarp_Title;Time Shifts
Warning1_Title;A Dire Warning
Warning2_Title;The Timeline Shifts
WarningEvent2_Content;The sky no longer glows crimson as we arrive in this timeline. Is it possible that we have returned to our original timeline, or close enough given the intricacies of time travel?<br /><br />However, with the fabric of time rehealing itself, we realized that only a constant in our generational ambitions would solidify the timeline:<br /><br /><b>We must finish our Great-Grandfather's Masterwork!</b>
WarningEvent2_Title;A Semblance of Stasis
WarningEvent_Content;In a brief instant, the trajectory of the universe shifted. I am not sure if anyone will ever read these words, as even now they flutter in and out of existence on the page.<br /><br />While enjoying a friendly sitting room conversation in the company of my cousins, our teacups were rattled by some unknown force. With a blinding flash, a curious, metal, box-like device appeared before us, sparks and embers swirling in the resultant wall of dust.<br /><br />Suddenly, the door burst open and the body of a reptilian beast sliced through the fog: its eyes a glossy white. It fell to the singed carpet, lifeless, its neck sliced open yet cauterized, though a fresh burst of dark blood pooled onto the stone beneath it. Could it be? A dinosaur?<br /><br />A white-haired woman emerged from the chemical mist, clutching her side. The elderly lady was dressed in metallic attire that was both intriguing and exotic. The shiny material was frayed as though some impossibly large claws had shredded it, while splatters of liquid (much of it dark red) adorned her outfit. Behind her, {{0=|another scientist|two other scientists|three other scientists}} emerged from the wreckage.
WarningEvent_Title;The Time Travelers Appear
WarningIntro_Content;Years passed as the world recovered from the devastation of the Great War. Our cousins had warnings passed down in the journals from the previous generation. They spoke of a horrifying cataclysm that would tear the very fabric of time and space apart.<br /><br />Determined to prevent this bleak future, we studied the cryptic notes left behind by our predecessors, preparing ourselves for what was to come.
WarningIntro_SubTitle;Years Later...
WarningMaybe_0_Content;Each player may decide to discard any Utopian Experiments from their hand. For each Experiment discarded, you may draw 1 Experiment to replace it from the deck of your choice.
WarningMaybe_Content;In the weeks previous, I had felt a strange premonition. As was sometimes the case when an inquisitive townsperson visited the grounds or a courier who delivered a sensitive parcel to my door in the evening became too friendly, I would hastily conceal my workspace and destroy anything that revealed too much. But, this was... different.<br /><br />Things were about to change and I would not be left witless and unable to progress further in my work.<br /><br /><b>WARNING: You will not be able to gain new Advanced Ingredients until the timeline is restored. <i>This may never happen.</i></b>
WarningMaybe_Title;One Last Opportunity
WarningWarEnding_Content;As a brief consideration for those who may read these words and perceive a gap in the narrative of my family's lineage, I will address the period of civil war that was mentioned so often a full generation previous.<br /><br />Though details about this minor conflict are sparse, I could discern that {{1=?|the {{0=warwinner}} were able to use public pressure to establish a republican house with only minor skirmishes and rebellions along the way. Working in tandem with a figurehead monarchy, a democratic process was enacted.<br /><br />Decidedly trivial and woefully boring, I could not understand my family's fascination with the events. Suffice to say, it had minimal effects on my current state.|the {{0=warwinner}} were able to quash the minor events of the 1860's and 70's, easing minor taxation grievances and relegating this civil war to a few muckraking, sensationalist headlines in the emerging newspapers.<br /><br />In fact, it was so difficult to find materials related to the disagreement that I could not understand my family's fascination with the events. Suffice to say, it had minimal effects on my current affairs.}}
WarningWarEnding_Title;The War?
Warning_Cont17Act_ClickHere;Click here to change the world...
Warning_Cont17Act_Content;When a player completes an action at the <b>Park</b> location:
Warning_Cont17Act_Title;Visit the Park
Warning_Cont17Desc_Content;While some of the village lay in ruin, a deep green moss covered most of it, giving the stone a calming natural quality. In fact, the entire town seemed to be seething with this growing mossy floor while the townspeople seemed eerily serene. Patches of moss grew on the skin of passersby, and it all seemed to emanate from a golden statue at the center of the <b>Park</b>.
Warning_Cont17Desc_Title;Peaceful Green
Warning_Cont18Act_ClickHere;Click here to change the world...
Warning_Cont18Act_Content;When a player completes an action at the <b>Bank</b> location:
Warning_Cont18Act_Title;Visit the Bank
Warning_Cont18Desc_Content;The world has changed again and we get the impression that the author of this game hasn't written the description for this part and probably never will. In fact, he specifically requested the page be intentionally unfinished a full year before writing anything here. If you've flipped through the pages of the Village Chronicle, you were probably confused by this page already.<br /><br />{{0=|We feel the emotional weight of six years of developing this game and writing it all by hand resting on our shoulders. 'They better like it.' A voice whispers. It is the game designer again, self-inserting, which is kind of a hack move.|'I think an empty page is exactly what we need right now. Maybe this is a chance to recognize that we're all aimlessly trudging forward through the void. Maybe there's a deeper meaning to it all and we should take a moment to discuss it. Board games just aren't what they used to be. Why do they need electronic apps? Perhaps it's best if we visit the bank and get out of here before the game designer starts acting even more like a hipster.'}}
Warning_Cont18Desc_Title;Breaking the 4th Wall
Warning_Cont19Act_ClickHere;Click here to change the world...
Warning_Cont19Act_Content;When a player completes an action at the <b>Church</b> location:
Warning_Cont19Act_Title;Visit the Church
Warning_Cont19Desc_Content;Upon first glance, it seems as if the town sits in a peaceful state, with manicured lawns and neighborly townsfolk. However, they are a bit <i>too</i> neighborly. Everyone is smiling all of the time, walking at a leisurely pace, waving whenever you make eye contact. Everyone attends church services regularly and it does not seem to matter what denomination, because everyone worships some strange geometric shape that hovers several meters above the altar.
