Tag;English_Source
ExpNo_Content;<b>Journal of <i>name illegible</i> - <i>(cont.)</i></b><br /><br />I saw the silhouette of the Creature set against the paleness of the moon. Its hideous features squelched and seethed beneath torn clothing as it bellowed out to the valley before disappearing once again into the mists.<br /><br />I reached for my pistol, but found myself abruptly shaken as the image dissipated and I awoke upon my bedroll under the dawn's light. Though my nightmares had grown more vivid with each passing evening, the voyage returned no sign of the Creature. Days hence, I was forced to return empty-handed.
EssentialSalts_Title;Hope Springs Eternal
EssentialSalts_Content;{{0=<b>Journal Entry</b>}}<br /><br />The package has arrived! The vial of essential salts is well and fully intact with a cork stopper firmly fastened. It is as diminutive as I expected, with a small tag attached displaying an Enochian phrase, "Yogg-Sothoth Neblod Zin."<br /><br />Afternoon Note: Initial experiments have proven promising. A rabbit, only days since skinned and left to drain. The formulae recommended by Joseph Curwen caused a green-black smoke to arise around the carcass. But, moments later, I saw the beating of the animal's once-dead heart as it began to struggle against its bindings! Life from death!<br /><br />With the creature lain to rest, there is nothing preventing me from achieving what I have desired for so long! To resurrect my love and return to the happiness we once shared!
EssentialSalts1_Title;The Choice
EssentialSalts1_Content;<b>In turn order, all players may pay $1 or discard a Chemical ingredient to attempt to regain their Spouse.</b><br /><br /><i>While the experiment may not return our handsome spouse to the vigor of their original form, they <b>will at least be able to help out around the Estate.</b> However, there will be <b>Creepy</b> consequences of varying degrees.</i><br /><br />After all players have had an opportunity, please choose the appropriate option below.
EssentialSalts1_Content1;If at least one player chose to resurrect their spouse, <link=0>click here to witness the results...</link>
EssentialSalts1_Content2;If all players refused, <link=0>click to continue...</link>
EssentialCons_Title;Arise, My Love
EssentialCons_Content;<b>Journal of {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />Whether for love or purpose - I know not which drove my decision - I broke into the mausoleum housing my spouse and applied the solution to their skeletal features. <i>Following the exact recipe for the formulae proved difficult, but I was able to make do with local alternatives.</i><br /><br />With a billow of emerald smoke, I saw the features of my long-dead spouse reform into the perfect form I remembered from my youth. I had done it!<br /><br />{{1=?|I could scarcely trust my own senses. It worked? And without any defects visible or otherwise?<br /><br />I embraced them, and though they were startled by the decades' difference in our ages, they returned the embrace. I am a genius!|However, I find that their temperament is uneven. On one particular evening, they suddenly burst open the doors of our carriage and fled into an alleyway before I could recover my senses enough to make chase.<br /><br />I observed in abject horror as their neck spun unnaturally around to face me while their body remained stationary. Their feral lips were covered in blood and the fresh body of some unfortunate man lay eviscerated on the cobblestones, their insides glistening in the haze of a crescent moon.<br /><br />Generally though, they are back to their normal selves.}}
EssentialSaltsRes_Title;Arise, My Love
EssentialSaltsRes_Content;<b>Journal of {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />Whether for love or purpose - I know not which drove my decision - I broke into the mausoleum housing my spouse and applied the solution to their skeletal features. <i>Following the exact recipe for the formulae proved difficult, but I was able to make do with local alternatives.</i><br /><br />With a billow of emerald smoke, I saw the features of my long-dead spouse begin to reform.<br /><br />However, the hideous silhouette that emerged from within the shroud of electrical mist only vaguely resembled my lost love. Their skin oozed about their unsettling musculature while they rose to their feet with a hunched back and a stiff gait on legs of different lengths.<br /><br />I spoke to them and though the torment of existence wore heavily on their shambling form, my spouse returned a toothless smile and dutifully obeyed my commands.
EssentialSaltsNo_Title;The Risk is Too Great
EssentialSaltsNo_Content;<b>Journal of {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />Today I placed a single lily onto the grave of my lost love. Though my heart was heavy with sorrow, my family's folly generations ago had taught me a valuable lesson.<br /><br />Life is meant to be extinguished. It blooms but for a moment so vividly against the grayness of the world.<br /><br />You were cut short at the stem, but this is nothing to grieve. I will remember your brilliance forever. Rest in peace, my love.
LiberalEvent3_Title;Aid to the Institute
LiberalEvent3_Content;{{0=<b>Letter</b>}}<br /><br />It was only natural for my contributions to the Asylum to extend beyond the monetary. You are no doubt tired of hearing me repeat it, but their methods are timid and only mildly effective.<br /><br />The Asylum's direction has always been tenuous. With prevailing opinions shifting towards eugenics and heredity as unconquerable factors, they have received criticism from all arenas. I am skeptical of this new movement - perhaps I am always skeptical - for are we so resigned to the fate that god or biology has assigned to us? Can we not exercise our individual will and nurture better habits? Should we all throw up our hands and laze upon our daybeds lamenting our Mendelian inheritance?<br /><br />I think it is high time for an innovative, aggressive new program to be introduced. I have scheduled a meeting with the Asylum's director. You do not need to wish me luck. I will be persuasive. A change is on the horizon.
LiberalEvent3b_Title;BID
LiberalEvent3b_Content;All players take all their money into their hands. They will then secretly choose any amount of money to place into their right hand to bid.<br /><br />Once all players are ready, reveal the amounts bid simultaneously.<br /><br />Players are bidding for the opportunity to choose the direction of the Asylum's studies. <b>The player who wins the bid will:</b><br /><br /><b>Choose the scientific discipline</b> - The player who has completed the most Experiments of this type will receive a reward at the End of the Generation.<br /><br /><b>Name the Program.</b><br /><br /><b>Gain 3VP.</b><br /><br /><i>(Ties are broken by the one with the fewest VP. If still tied, the one who went last in the Early Years.)</i><br /><br />Only the player who wins the election must pay their bid to the supply. The others return their money to their Estates.
LiberalEvent3Res_Title;Choose the Program Focus
LiberalEvent3Res_Content;<b>Carefully hand this Storybook device to the player who WON the bid.</b><br /><br />At the End of the Generation, the player who has completed the MOST Experiments of the type chosen will receive the <b>Menagerie</b> Estate Upgrade.<br /><br /><b>Please choose the Experiment type you would like the program to focus upon:</b>
LiberalEvent3Res_Content1;<link=0>Engineering.</link>
LiberalEvent3Res_Content2;<link=0>Chemistry.</link>
LiberalEvent3Res_Content3;<link=0>Biology.</link>
LiberalEvent3Res_Content4;<link=0>Occult.</link>
LiberalEvent3Resb_Title;The {{0=Rehabilitation}} Program
LiberalEvent3Resb_Content;<b>Newsprint - {{0=The Village Ledger}} - <i>{{1=27 February, 1902.}}</i></b><br /><br />The Asylum has announced a radical change to their rehabilitative efforts, incorporating the most advanced alienist treatment regimen. {{3=|A new wing of the facility displays the complex machinery utilized in this fascinating new therapy. Patients with varying degrees of dementia are carefully strapped to a hospital bed, while electrical pulses are concentrated upon different areas of the brain.|Using new advances in concentrated opiates, the doctors are able to administer strong sedatives to alleviate improper reflexes in patients. Through a combination of bloodletting and strong purgatives, the psychotic tendencies of the individual are allowed to exit the body.|An entirely rebuilt surgical stage has been constructed where visiting physicians and the public alike can view the procedures as they are perfected. By removing the offending portions of brain tissue, or by alleviating pressures in the skull, the mentally ill experience a transformative effect which renders them placid and focused.|While officials remain tight-lipped as to the details of the procedure, a bishop of the local diocese has been given residence to perform blessings to those whose will has been overcome by demons. Patients are isolated from stimulation, prescribed a "rest cure," and given a special restorative tonic of local roots and herbs.}}<br /><br />While critics of the hospital remain outspoken, the progressive organization has embraced this change as proof that {{2=the town}} remains the most modern psychiatric refuge in all of Transylvania.
LiberalEvent_Title;Economic Stimulus
LiberalEvent_Content;{{0=<b>Letter</b>}}<br /><br />As I predicted, the Romanian government's expanding social programs have left it unmercifully poor during this brief recession. I have made protective strides to divert my portfolio abroad, so the impact has been negligible. However, the upheaval caused by this Great War has sparked nationalist sentiments and minor rebellions across Transylvania.<br /><br />The sudden mantra to protect our own has devolved into a battle within the government. I yawn when I dwell on parliamentary matters for too long. I'm sure it is some endless babble about race, human rights, and religious faith.<br /><br />The result of this prejudice is that now Transylvania is faced with a dreary decision that has no positive outcome. As landowners and entrepreneurs, naturally, we will make this decision as to how the regional government will proceed.
LiberalEvent1_Title;VOTE
LiberalEvent1_Content;Each player retrieves their Voting token, places it into their fist, and secretly determines a side to reveal. All players then reveal their vote and tally the winner. <i>(Ties are broken by the player who was last in turn order the previous round.)</i><br /><br /><b>YAY</b> - A vote for <b>YAY</b> is a vote to increase taxes. <b>This decision will cause all players to spend $1.</b><br /><br /><b>NAY</b> - A vote for <b>NAY</b> is a vote for stricter citizenship guidelines and reduced funding for non-essential social programs. <b>This decision will cause the {{0=Asylum}} program to be shut down (returned to the Scenario box).</b>
LiberalEvent1a_Title;Vote Resolution
LiberalEvent1a_Content;<b>Choose which way the vote went:</b>
LiberalEvent1a_Content1;<link=0>Voted to Increase Taxes. (YAY)</link>
LiberalEvent1a_Content2;<link=0>Voted to be Nationalist. (NAY)</link>
TwoPLiberalEvent_Title;BID
TwoPLiberalEvent_Content;Both players take all their money into their hands. They will then secretly choose any amount of money to place into their right hand to bid.<br /><br />Once both players are ready, reveal the amounts bid simultaneously.<br /><br />Players are bidding for the right to choose the abysmal new direction of the town. <b>The player who wins the bid will choose between:</b><br /><br /><b>Increased Taxes</b> - This decision will cause all players to spend $1.<br /><br /><b>Stricter Citizenship and Funding Cuts</b> - This decision will cause the {{0=Asylum}} program to be shut down <i>(returned to the Scenario box)</i>.<br /><br />Either way, they will also <b>gain 4VP</b>.<br /><br /><i>(Ties are broken by the one with the fewest VP. If still tied, the one who went last this round.)</i><br /><br />Only the player who wins the election must pay their bid to the supply. The other returns their money to their Estate.
TwoPLiberalEvent1_Title;Bid Complete
TwoPLiberalEvent1_Content;The player who won the bid gains <b>4VP</b> and pays their money to the supply.<br /><br /><b>The player who won the bid, choose the outcome of your bid:</b>
TwoPLiberalEvent1_Content1;<link=0>I choose to raise taxes.</link>
TwoPLiberalEvent1_Content2;<link=0>I choose to cut funding and increase citizenship requirements.</link>
LiberalEvent2_Title;Surprising Rebuke
LiberalEvent2_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />Outrageous! Our representative in parliament returns our correspondence with a sharp rebuke of our attempts to use our influence to alter the purely democratic process. Would they really leave this matter to popular opinion? This ignoble disrespect is more than my superior scientific mind can endure!<br /><br />No, it is clear they are attempting to weasel money from our coffers. His insinuation that we have not yet provided sufficient impetus to sway his political decisiveness is well understood. If we would like to see our choice become law, we need to offer a bribe.<br /><br />A bribe of <b>${{1=2}}</b> will be sufficient. Otherwise we can allow the people to make the choice.
LiberalEvent2a_Title;BRIBE
LiberalEvent2a_Content;All players take all their coins into one hand. Place as many coins as you are willing to offer towards the bribe into your other hand, being sure to keep all coins secret. When you have decided how many coins to contribute, extend this hand to the center of the table in a closed fist.<br /><br />Once all players have chosen, reveal the coins in your fists. Count up all coins offered. <b>If you have collectively met or exceeded ${{0=2}}, the bribe succeeds</b> and all players pay their money to the supply. If the bribe fails, no money is spent.
LiberalEvent2ab_Title;Bribe Resolved
LiberalEvent2ab_Content;Count up all coins offered. <b>If you have collectively met or exceeded ${{0=2}}, the bribe succeeds</b> and all players pay their money to the supply. If the bribe fails, no money is spent.<br /><br /><b>Choose:</b>
LiberalEvent2ab_Content1;<link=0>Click here if the bribe succeeded.</link>
LiberalEvent2ab_Content2;<link=0>Click here if the bribe could not be made.</link>
LiberalEventGood_Title;The Creature Intervenes
LiberalEventGood_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />Perhaps the world has some justice in it after all! A generous benefactor has intercepted our lobbying attempts and seen to it all debts were paid.<br /><br />All I received was a brief letter where the local bank owner explained his reasoning thusly: "I have made a name for myself in the only field that doesn't care how ugly or vicious I am: business."<br /><br />He signed his letter only as <b>The Creature</b>, but on a vivid egg-shell parchment bearing the bank's watermark. Who was this gentleman?
LiberalEventA_Title;Estate Taxes
LiberalEventA_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />{{1=?|To our chagrin, the choice is left to the democratic process. We are resigned to the results.|We are happy to see that our contributions to society still hold sway.}}<br /><br />A new "income tax" has been created to reduce the proper stratification of society by wealth seen across Transylvania. It naturally disgusts me, but I find it better than the alternative.
LiberalEventB_Title;Ethnic Separatism
LiberalEventB_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(Cont.)</i></b><br /><br />{{1=?|To our chagrin, the choice is left to the democratic process. We are resigned to the results.|We are happy to see that our contributions to society still hold sway.}}<br /><br />The Nationalist movement within parliament is successful. I find myself unmoved by the horrifying details of conditions within the Asylum worsening and deportations of various peoples based on their ethnic group or religious views. Politics. It will sort itself out.
LiberalTaxes_Title;Death and Taxes
LiberalTaxes_Content;{{0=<b>Letter</b>}}<br /><br />Taxes upon an inheritance? Have you heard of such a thing? It appears that the county exchequer has levied an estate tax upon the wealthier citizenry.<br /><br />Our mid-morning bout of croquet was unduly interrupted by the arrival of the news. This progressive poppycock was so destructive to my ability to run the hoop that my spouse was able to peg out well before I was competitive. Does an estate mean nothing to these leeches?<br /><br />They claim it is necessary to ensure the Asylum and various other modern amenities like public schools and health care are provided. Perhaps if they ran these facilities profitably they would not have to bleed their constituents.<br /><br />It took several days of constitutional rest for my spouse and I to recover from the shock of this intrusion into our financial affairs!
LiberalTaxes1_Title;Choose
LiberalTaxes1_Content;In turn order, <b>for every 2 Upgrades in their Estate, each player may pay $1</b> to the supply to resolve their estate taxes <i>(this amount must be paid in full)</i> <b>OR</b> they may refuse to pay this amount and accept the standard terms of seizure of goods or trade.
LiberalTaxes2_Title;Seizure of Goods or Trade
LiberalTaxes2_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(cont.)</i></b><br /><br />In the coming weeks, several armed men along with a single gentleman dressed in a brown sack suit arrived at the estates of my cousins who chose to avoid tax collection.
TaxesEventGood_Title;The Creature Intervenes
TaxesEventGood_Content;<b>Letter from {{0=...|Oliver|James}} - <i>(cont.)</i></b><br /><br />Fortunately, as I arrived at the Town Hall to deliver my payment in person - yes, they impose a tax and then require me to courier it myself - a large gentleman in a well-tailored suit, wearing a large hat and a scarf about the bottom of his face stepped forward in my defense.<br /><br />"No. No. I will take care of this misunderstanding," the man grumbled in a low and powerful voice. He produced a fountain pen from his breast pocket and with a flick of his wrist, my estate tax was excused in full.<br /><br />"As the owner of the premier lending institution in {{1=the town}}, there are certain privileges I can indulge in for old friends," he stated confidentially. "Be sure to stop by some time and we can talk business."<br /><br />The creature winked, and his eye dangled from its socket with the motion. He quickly pressed it back into place with a gloved hand and made his exit before I could properly thank him. Who was that gentleman?
PaymentOrDeath_Title;A Most Unwelcome Return
PaymentOrDeath_Content;An old debt has come due, and the collectors have arrived in the dead of night.
PaymentReveal_Title;A Most Unwelcome Return
PaymentReveal_Content;<b>Scribbled Note - {{0=...|Oliver|James}}'s Handwriting - <i>undated.</i></b><br /><br />I write this note by candlelight as I have locked myself within the spandrel under the first floor stairs.<br /><br />I do not know how they got past my defenses, but these pale individuals dressed in angular, coal-black suits came to my door seeking payment of an old debt. When my caretaker forbade them entry, they merely separated the double-door from its hinges without the use of weapons. Even now they skulk about, calling me by name and hissing like an alleycat protecting its meal.<br /><br />They have just announced their intentions. The price has increased! They expect me to pay ${{1=3}} to them immediately or they will <b>KILL</b> me. Damn it all, I hear them pressing near!
PaymentReveal_Content1;<link=0>Yes, I will pay the entire amount now.</link>
PaymentReveal_Content2;<link=0>No, I would rather die.</link> <i>(You must choose this option if you cannot pay. Your Self will be returned to the box.)</i>
Payment2Thanks_Title;Payment Received
Payment2Thanks_Content;<b>Journal Entry - {{0=...|Oliver|James}} - <i>1911.</i></b><br /><br />The dark-cloaked fiends took my payment and disappeared into the night. No carriage conveyed them. I witnessed only the sudden flurry of wings and a cauldron of bats against the full moon.
Payment2No_Title;Premature End
Payment2No_Content;<b>Scribbled Note - {{0=...|Oliver|James}}'s Handwriting - <i>undated.</i></b><br /><br />My refusal will most certainly mean my death. I can only hope my will is carried out by those who outlive me.<br /><br />A pox on my family! They have doomed me to oblivion just as victory was within my grasp!
LiberalBonus_Title;The {{0=Rehabilitation}} Program
LiberalBonus_Content;The <b>Menagerie</b> Estate Upgrade is now awarded to the player with the most completed {{0=Occult}} Experiments. <i>If there is a tie, the one with lowest VP receives the Upgrade.</i>{{1=?| The player who has the second-most Experiments also gains this Upgrade.}}
AsylumTreatment_Title;Asylum Admittance Log {{0=1138 A}}
AsylumTreatment_Content;<i>A somewhat faded page lists the entry and exit logs for visitors to the Asylum. The checklist also displays admittance logs for those undergoing psychiatric evaluation.</i><br /><br /><b>The admittance log for this date shows the name:</b>
AsylumTreatmentB_Title;Patient {{0=...|Oliver|James}} - Entry Report
AsylumTreatmentB_Content;<b>Case Number: {{1=1138}} - <i>{{0=...|Oliver|James}}.</i></b><br /><br />{{2=|Subject shows mild psychotic tendencies, with dissociative behavior that is concerning.|Subject exhibits compulsive behaviors associated with bouts of melancholy.|Subject is obsessed with unfinished work.|Subject appears to be suffering from grandiose delusions.}} {{3=|Mild sedatives administered after an outburst of indignant anger brought on by receiving a 'poor' meal.|Speaks obsessively about their legacy becoming tarnished by our intrusion into their affairs.|Lashed out physically against another patient after they attempted to touch them.|Along with manic episodes, this comorbidity of afflictions makes diagnosis a difficult task.}}<br /><br />{{4=|Repeated complaints about being misunderstood.|Demands to be transferred to an asylum of actual repute.|Idle threats to crush 'this infantile institution into dust' whilst emphasizing each word with a pounding of their fist.}}<br />{{5=|Initial evaluation inconclusive and will require further examination to determine the extent of disorders.|Subdued and set to physical restraints after several attempts to flee the premises.|Assessment remains ongoing. Possible mental instability.|Patient's behavior is erratic, yet relatively harmless. Continued evaluation suggested.}}<br /><br />Director {{6=?|Vlad }}intervened.<br /><br />Patient offered the opportunity for remote home care.
AsylumTreatmentB_Content1;<link=0>Patient paid $2 and was discharged.</link> <i>(Pay $2 to return home without consequences.)</i>
AsylumTreatmentB_Content2;<link=0>Submit to an alienist evaluation.</link> <i>(This will have undetermined negative or psychological consequences.)</i>
AsylumTreatmentBPay_Title;Discharged
AsylumTreatmentBPay_Content;<b>Patient {{0=...|Oliver|James}} - Discharge Report</b><br /><br />Treatment concluded. Home care regimen offered. No further evaluation.
AsylumInterviewBegin_Title;Psychological Assessment
AsylumInterviewBegin_Content;An informal interview has been completed. In the interest of administering a balanced battery of tests, we have decided to submit the patient to a formal evaluation. This test has been developed {{0=?|under the supervision of Director Vlad III }}to act as a general, psychoanalytical assessment, to assess the overall mental facilities of the individual.<br /><br />This test will determine if the patient can be discharged, and if this is not advisable, what therapy they should receive.
AsylumQuestionHeader_Title;Assessment Question No. {{0=|1|2|3|4}}
AsylumQuestion1_Content;<b>Do any of your close relatives have a history of blood diseases? Anemia? Hemophilia? Blood taint from sexual indiscretion?</b>
AsylumQuestion1_Content1;<link=0>All of the above.</link>
AsylumQuestion1_Content2;<link=0>Not that I am aware.</link>
AsylumQuestion1_Content3;<link=0>I prefer not to answer.</link>
AsylumQuestion2_Content;<b>What is your worst fear?</b>
AsylumQuestion2_Content1;<link=0>Failure.</link>
AsylumQuestion2_Content2;<link=0>People.</link>
AsylumQuestion2_Content3;<link=0>I have no fears.</link>
AsylumQuestion2_Content4;<link=0>Spiders.</link>
AsylumQuestion3_Content;<b>Do you have pains that appear and disappear without a physical source?</b>
AsylumQuestion3_Content1;<link=0>Life... is... pain.</link>
AsylumQuestion3_Content2;<link=0>Frequently.</link>
AsylumQuestion3_Content3;<link=0>Never.</link>
AsylumQuestion4_Content;<b>Do you have difficulty relaying the brilliance of your own ideas to others?</b>
AsylumQuestion4_Content1;<link=0>They are all imbeciles!</link>
AsylumQuestion4_Content2;<link=0>Occasionally.</link>
AsylumQuestion4_Content3;<link=0>No one would dare question my authority in these matters.</link>
AsylumQuestion4_Content4;<link=0>Never.</link>
AsylumQuestion5_Content;<b>It is opening night for a new theatrical performance and you are the star. As the curtains open and the lights go up, you realize that you are completely nude. What is your reaction?</b>
AsylumQuestion5_Content1;<link=0>The show must go on!</link>
AsylumQuestion5_Content2;<link=0>Shame or embarrassment.</link>
AsylumQuestion5_Content3;<link=0>I feel nothing.</link>
AsylumQuestion6_Content;<b>Are you prone to bouts of sadness that make performing basic daily tasks difficult?</b>
AsylumQuestion6_Content1;<link=0>I wouldn't call it 'sadness.' I would call it disgust... at the world.</link>
AsylumQuestion6_Content2;<link=0>My heart is forever heavy.</link>
AsylumQuestion6_Content3;<link=0>Very infrequently.</link>
AsylumQuestion6_Content4;<link=0>I am never sad.</link>
AsylumQuestion7_Content;<b>You are preparing yourself for an upcoming engagement. At this engagement, you know that you will have to make a short speech. If this speech is successful, it could mean a promotion at your place of business. What is your temperament?</b>
AsylumQuestion7_Content1;<link=0>I am well-prepared and excited.</link>
AsylumQuestion7_Content2;<link=0>I am nervous or ill-prepared.</link>
AsylumQuestion7_Content3;<link=0>I feel nothing. Human beings are merely tools to an end.</link>
AsylumQuestion8_Content;<b>You are selected to receive an award for a recent achievement of yours - which has taken considerable effort on your part. A colleague congratulates you for your achievement and offers praise. How do you react to this praise?</b>
AsylumQuestion8_Content1;<link=0>I would demand to see this praise in writing!</link>
AsylumQuestion8_Content2;<link=0>I silently accept it.</link>
AsylumQuestion8_Content3;<link=0>I do not easily accept praise.</link>
AsylumQuestion8_Content4;<link=0>Their praise is irrelevant.</link>
AsylumQuestion9_Content;<b>You are presenting your findings to a colleague when your colleague begins to criticize your methods, labeling them as 'unethical'. How do you respond to their criticism?</b>
AsylumQuestion9_Content1;<link=0>What is this question? How dare you criticize my genius! Take your hands off me this instant.</link>
AsylumQuestion9_Content2;<link=0>I thoughtfully consider their feedback.</link>
AsylumQuestion9_Content3;<link=0>This will never happen.</link>
AsylumQuestion9_Content4;<link=0>Kill them and replace them with a clone.</link>
CountQuestion1_Content;<b>What is your blood type?</b>
CountQuestion1_Content1;<link=0>I</link>
CountQuestion1_Content2;<link=0>II</link>
CountQuestion1_Content3;<link=0>III</link>
CountQuestion1_Content4;<link=0>IV</link>
CountQuestion2_Content;<b>How would you describe your diet?</b>
CountQuestion2_Content1;<link=0>Frugal and Lean.</link>
CountQuestion2_Content2;<link=0>Sensible.</link>
CountQuestion2_Content3;<link=0>Reckless and Self-Indulgent.</link>
CountQuestion3_Content;<b>What is your favorite color to wear to a moonlit masquerade?</b>
CountQuestion3_Content1;<link=0>Crimson.</link>
CountQuestion3_Content2;<link=0>Tan.</link>
CountQuestion3_Content3;<link=0>Blue.</link>
CountQuestion3_Content4;<link=0>Black as the Blackest Night.</link>
CountQuestion4_Content;<b>Are you mentally ill?</b>
CountQuestion4_Content1;<link=0>Yes.</link>
CountQuestion4_Content2;<link=0>No.</link>
CountQuestion4_Content3;<link=0>Perhaps.</link>
CountQuestion5_Content;<b>How would you describe your physical appearance?</b>
CountQuestion5_Content1;<link=0>Gaunt, wiry, insubstantial.</link>
CountQuestion5_Content2;<link=0>Soft and supple.</link>
CountQuestion5_Content3;<link=0>Luscious, plump, and delectable.</link>
CountQuestion5_Content4;<link=0>Stout, Average.</link>
CountQuestion6_Content;<b>Do you ever see, hear, or speak to demons or other spiritual manifestations? And do you enjoy these visitations?</b>
CountQuestion6_Content1;<link=0>Frequently.</link>
CountQuestion6_Content2;<link=0>Sometimes.</link>
CountQuestion6_Content3;<link=0>Infrequently.</link>
CountQuestion6_Content4;<link=0>Never.</link>
CountQuestion7_Content;<b>Do you ever imagine submitting your mind, body, and soul to a demon on a warm, summer evening?</b>
CountQuestion7_Content1;<link=0>It is what I desire most.</link>
CountQuestion7_Content2;<link=0>No, but I would like to try it.</link>
CountQuestion7_Content3;<link=0>No.</link>
CountQuestion8_Content;<b>Do you sometimes feel heavy, as if weighted down by the amount of blood in your body?</b>
CountQuestion8_Content1;<link=0>All the time.</link>
CountQuestion8_Content2;<link=0>Never.</link>
AsylumTestResults_Title;Patient {{0=...|Oliver|James}} - Assessment Results
AsylumTestResults_Content;After completion of a full mental evaluation, a basal metabolism test was conducted, indicating {{1=|an abnormally low result which could be symptomatic of disease in the endocrine and nervous system.|a reasonably low result which is usually accompanied by low blood pressure and general malaise.|no statistically significant variation.|a slightly higher result which could be dietary in nature.|an abnormally high percentage of carbon dioxide production sometimes associated with agitated and aggressive behavior.}} This was accompanied by a standard physical examination which revealed {{2=|minor signs of malnutrition, dehydration, and ruddy complexion, usually associated with stressful events.|a healthy individual within the typical ranges considered as normal.|nothing particularly concerning or outside of the norm aside from several chemical burn marks across the forearms.|signs of obesity due to a life of sedentary indulgence common amongst the upper-middle class.}}<br /><br />{{3=|Patient {{0=...|Oliver|James}} has been admitted to the Asylum for permanent residency. It is my belief that even temporary release of an individual with such strong psychotic tendencies would be a disservice to mankind. But for the grace of god, I see no possible end to this mental affliction. The only conscionable course of action is to refuse them the ability to enact their horrible schemes.|It is of my informed opinion that the patient should receive continued evaluation over the coming years. This can be achieved by infrequent visitations by a physician. Full release dependent upon <b>payment of $1</b>.|The patient has been admitted for static electro-therapy and is progressing towards full release in the coming weeks. Prescribed laudanum and phosphates for nerves. Recommend bed rest and mild sedation. Patient severely disputes this prescriptive inaction.|I have offered training to a close associate of the patient, in order to assist with specified home care upon release. Subject's behavior and mental state is erratic enough to warrant vigilant supervision. While this caretaker's visage suggests that they may also benefit from psychoanalysis, I am satisfied by their dedication and promise to provide the utmost care.|After several aggressive outbursts while confined, the patient has been restrained during the evenings to prevent possible self-harm. I have consulted with members of the Vienna Psychoanalytic Society and their analysis implies deep-seated repression manifesting in dissociative behavior. We are proceeding with an operation upon the patient. This should have the combined effect of reducing a drive towards the destruction of self and others.|It appears the patient has no physical or noticeable mental deficiencies, though their demeanor is forceful at times. Ailment is assumed to be psychological in nature, possibly brought about by recent stresses. I have recommended heroin for treatment, as it is readily available, non-addictive, and reasonably priced. Perhaps the relaxing effects will also provide respite.}}
CountTestResults_Title;Patient {{0=...|Oliver|James}} - Assessment Results
CountTestResults_Content;{{1=|The patient is perfectly physically and mentally fit. I find absolutely nothing wrong with such a fine specimen of completely normal human breedstock and am utterly confused as to why they were admitted! Such sharp teeth, such glorious pallor, such divine form. Why, I wish all patients were so adequately equipped.|Alas, despite such a <b>healthy</b> candidate for mental reformation, I must admit that they are too instrumental in the region to be confined to such dismal environs. No, I must satiate myself, and the Asylum, with others who are afflicted <i>(and less important)</i>. Release has thereby been procured upon certain private matters being addressed. It is my hope that they will provide a suitable referral in their stead.|Uggh.<br /><br />Perhaps it is unprofessional to pen my disgust upon the page, but this patient is completely undesirable for admittance. Or might I say, unfit for our institute's psychological consumption. Still, it is imperative that I negotiate the matter with the to-be-released {{0=...|Oliver|James}} as I find myself unsatiated by this meager assessment. I am sure a referral to our glorious facility will suffice. Perhaps they know of one who is afflicted by instability - perhaps one well-fed, with rosy cheeks, and warm blood flowing through their veins.}}
Isolation_Content;The wall was finished in the spring, and with it the world of the family narrowed to the ground between their own gates and the gates of the town. Trade slowed. Prices climbed. The caravans that once carried curiosities from distant places turned aside for friendlier roads.<br /><br />What could no longer be bought honestly would have to be procured another way.
Tension_Content;No barrier was ever raised, and so the town breathed. Foreign guests arrived bearing foreign ideas, and the family entertained them gladly - the occult being the fashion of the day. Yet beneath the cobblestones and the polite commerce, the old grievances still simmered.<br /><br />A delicious tension, wanting only a spark.
TensionBad_Title;The Enemy of My Friend
TensionGood_Title;A Peace Through Generations
Liberal_Content;The valley is bright, the streets are swept, and the Asylum Program is the pride of the county. It is an excruciatingly decent place in which to continue a family's dark work.
Privatized_Content;The prison contract has been signed and the family's fortunes are now bound to the cells beneath the hill. Business, as they are so fond of saying, is business.
Creature_Content;The Creature has returned to the valley, and with it every old rumor the family had hoped was buried. Each letter, each visitor, and each unpaid debt now carries its shadow.
ShowAsylumQuestion_Title;Psychological Assessment - {{0=|First|Second|Third|Fourth}} Question
ShowAsylumQuestion_Content;The alienist adjusts their spectacles, dips their pen, and reads the next question aloud from the assessment sheet.
ShowPaymentHandoff_Content;A pair of visitors in coal-black suits has arrived at the Estate after dark and insists upon speaking with the master of the house alone.
