Tag;English_Source
Evilsforgive_Content;{{0=?|The scientists' doubts were put at ease when a werewolf in a brown sack suit took to the podium to preside over a town meeting. A mixture of lycanthropic beings, horned beasts, and those still holding onto their humanity were in attendance outside the school. The force of the wolf's words caused tears to stream down their cheeks.<br /><br />"We want to shatter those unfortunate stereotypes. We hold no grudges. We want to work with you all, not against you. The child should not be punished for the sins of the father. You are all welcome." The werewolf blew their cold nose into their handkerchief as a rumbling cheer rose from the crowd.<br /><br />As a token of this myth-shattering event, many handshakes were exchanged that day and a promise was made to press forward into a more modern era - an era where science could improve their lives ten-fold!|In the evenings, the Fraternity gathered in the former Town Hall and celebrated their political takeover of the small town. Observers could hear their loud revelry echo through the streets late into the night. The townsfolk had no reason to doubt their loyalty as it appeared that their activities kept both sickness and superstitions at bay.<br /><br />For the family members that had aided them in their efforts, they wore wide false-smiles and offered toasts to their continued partnership. But, for those who had plotted against them, they remained wary.}}
EquitableValues_Title;<b>Deplorable Equity</b>
EquitableValues_Content;For the first time in decades, the townsfolk expressed a sense of community, a singular and modern identity. {{0=?|The Order of St. Hubertus remained an official moniker, but a new, more democratic society emerged. The secrets that had remained hidden for so long had finally been exposed and the sense of freedom was finally something worth protecting.|While members of the Fraternity attended to their dark business, sharpening their skills and weapons on their own, the town remained resolute in their ability to rid the surrounding hills of evil.}}<br /><br />Unlike previous generations that were keen to allow an aloof eccentric to isolate themselves amongst the rocky crags at the valley's edge, the townsfolk became determined in their attempts to ingratiate the obstinate cousins into the fold. While the reception was always cold and the iron gates and foreboding wooden doorways were mostly closed to them, they never stopped trying.<br /><br />While they would never admit to it, the ones who were most desperate tended to accept the offers more readily.
MayoralAward_Title;<b>The Benefit of Knowledge</b>
MayoralAward_Content;The path to enlightenment is not without its humble beginnings, and the creatures that now embraced a gentler path could not have done so without an intense pursuit of knowledge. The deviant machinations of a cruel world may have doomed them to these egregious forms, but to find peace with one's self is a struggle all beings face.<br /><br />The townsfolk appreciated <b>{{0=...}} III</b>'s lineage as partly responsible for spearheading the gift of <b>knowledge</b> above all else in the generations past. They desire to repay this Librarian lineage with a contribution of their own.
WolvesBankMayorGood_Title;<b>The Stench of Man's Avarice</b>
WolvesBankMayorGood_Content;These beastly apparitions may have squashed their hirsute forms into makeshift suits and summer dresses - photographs of which degrade the very silver they were impressed upon - but when the subject of money was discussed, they sneered in disgust.<br /><br />For they abhorred all forms of numismatic pursuits, only abiding them as a necessity in their brief business dealings with the outside world. <b>{{0=...}} III</b>'s family lineage bore the golden mark of this shameful greed, and set their noses twitching every time they entered <b>{{1=...}}</b>'s limits.
ResolveCharityWolves_Title;<b>Passion and Empathy</b>
ResolveCharityWolves_Content;For the residents of <b>{{0=...}}</b>, though I shudder at the descriptions of their mongrel countenances, there was deep affection for those thrust into the epic struggle between wild passion and sympathy for the lesser among them. <b>{{1=...}} III</b>'s fiery ambitions inspired the beasts, while their familial legacy of humility and charity - begrudgingly or elsewise - garnered an even deeper admiration.<br /><br />There was not a day that went by without a friendly set of claws proudly patting their shoulder or a saliva-laden greeting at the local pub. As naive as they were, some even relished the opportunity to donate their labors inside the ominous iron gates upon the hillside.
LycanMessageGood_Title;<b>The Form of the Wolf</b>
LycanMessageGood_Content;Though the sight had now become commonplace, confirming the existence of persons with the ability to change into an animal form had remarkable consequences. It is possible that it even disrupted the studies of one of our kin.<br /><br />Does any player have the <b>Lycanthropic Strength</b> Masterwork Experiment?
LycanGood_Title;<b>Strength Can Be Mine</b>
LycanGood_Content;Their existence was proven. Now could the catalyst for this truly powerful transformation be replicated? And how could it be further strengthened?
AngryMobStorybook_Title;<b>A Frightful Day</b>
AngryMobStorybook_Content;{{0=?|There were moments when the rage amongst the townsfolk would well up and explode in uncontrollably violent outbursts. For the monsters of <b>{{1=...}}</b>, these were no longer represented by torches or pitchforks held high, but by a feverish bloodlust.<br /><br />As such, it was a calm Sunday afternoon when a local werewolf doffed his cap and interrupted tea time by holding up a blood-stained and torn piece of fabric.<br /><br />He placed the scrap onto the table. "We would return the body to you for proper burial if it were still possible," he shrugged, his ears flattening. "But, you know how it goes when bones are involved. Sorry."<br /><br />Another good servant gone. It was somewhat inevitable, yet still an unfortunate loss of life, time and money.|To be awakened early morning after a late night's work was agitating, but to awake to a shrill, blood-curdling scream was something else entirely.<br /><br />A woman in a modest blue dress crouched near the entrance to the estate, her blood-covered maw held within two clawed hands as she wailed in distress. A few feet away, two wolves clad in sharp business suits huddled over the dead body of a servant, tearing into the flesh with their teeth and claws as fresh blood flowed down the gravel drive.<br /><br />A monster stood nearby, clearly resisting the urge to join into the fray. He fixed his tie and wiped away saliva from his chin before speaking in a solemn voice. "Poor thing couldn't control herself. Took the first bite. Terrible tragedy. Awfully sorry."<br /><br />Perhaps it was unavoidable that the close proximity of humanity to the beasts would incite such an event.}}
WolvesEco_Friendly_Title;<b>A Message</b>
WolvesEco_Friendly_Content;As the new decade began, the motley parade of beastly horrors had turned their claws from weapons of destruction into instruments of cultivation. They embraced modern amenities and fashions, walking the streets with upright strides as the town continued to thrive.<br /><br />For most, however, this new sense of peace was tarnished by the persistence of past injustices. As newspaper pressings became even more accessible, pamphlets and signage began to circulate amongst the populace.<br /><br />"Our brethren, abused, slaughtered, and experimented upon. No more! We can bear this injustice no longer." One paper stated, "Meat is murder."<br /><br />Most had adopted a Pythagorean diet, developing a keen culinary taste for vegetable curries and rich, barley porridge. While it was not strictly forbidden to consume the cooked flesh of domestic animals, when the cousins' town business included a stop by the Farmer's Market, the townsfolk looked away in horror, mothers shielding their furred children's eyes as the implication was too much for them to bear.<br /><br />Yet still roiling beneath the thin veneer of prim etiquette, a baser nature threatened to reemerge anew.
CharityAwardGood_Title;<b>Consideration of Righteousness</b>
CharityAwardGood_Content;The Fraternity was correct to be cautious in their dealings with the eccentric family whose ominous visitings within the city carried a sinister air about them. However, their fears could not completely overshadow their righteous convictions.<br /><br /><b>{{0=...}} III</b>'s familial legacy of <b>charity</b> was instrumental in sharing the gift of knowledge. Modern weaponry had transformed the Hunters' ability to fight against the evil forces threatening to overtake the city. And it was this sentiment that forced their hand to offer a token of their appreciation.
CureMoonSick1_Title;<b>Moon Sickness</b>
CureMoonSick1_Content;{{0=?|What a horrible night to have a curse!<br /><br />They wrote of torn clothing, strange awakenings half-naked in the gardens at the edge of their Estate, of blood speckled about their boots and dried streaks from the corners of their lips. Lingering lucid memories of stalking prey in the woods haunted their dreams yet filled them with a terrible energy!<br /><br />When they discovered the eviscerated body of one of their servants skewered upon the metal fence that lined the grounds, the bestial teeth and claw marks told a new story. They steeled their mind against the distraction, recommitting themselves with deadly focus to the task at hand.|They could not dwell on the news of yet another victim within their household for long as more pressing matters of scientific import weighed upon their every waking hour.<br /><br />For theirs was a dismal, macabre occupation. They measured each moment in dark pen strokes, the incision of a sterilized blade, or the ebullition of glowing liquid in a graduated flask. The loss of a servant was unfortunate, not for the life it represented, but for the distinct lapse in efficiency procuring a new servant would cause.}}
Huntround1_Title;<b>In Preparation for the Hunt</b>
Huntround1_Content;As the full moon rose against a crimson sky, it was clear that the night of the Hunt had finally arrived. <b>{{0=...}} III</b> and <b>{{1=...}} III</b> were chosen. Naturally, the cousins declined to put themselves in potential harm's way, so it was decided that they would send representatives in their stead to assist the Hunters.
HuntersChoice1_Title;<b>The First Night of the Hunt</b>
HuntersChoice1_Content;The horses reared as a blinding vein of lightning arced across the tempestuous sky, followed by a thunderous rapport that shook the ground beneath their hooves. The anxious party stood at a crossing in the roadway, trembling as they surveyed their surroundings.<br /><br />To the north, a thick fog swallowed the moors, the gray mist obscuring the horrors hidden beneath. To the east, the road entered a dark forest of foreboding trees with limbs entangled. To the west, the sky burned a deep red above the rocky mountains, seething with demonic ferocity.<br /><br />It was also possible to return south to the village again and see what lurked amongst the cordoned streets and torchlight.<br /><br /><b>{{0=...}} III</b> has been selected to make the choice of directions for the Hunt. Once you have chosen a direction, the town will supply both players with the listed resources.
HuntersChoice1_Content1;<link=0>North to the moors. Both players gain 2 {{0=...}}.</link><br /><br /><link=1>East to the dark forest. Both players gain 2 {{1=...}}.</link><br /><br /><link=2>West to the mountains. Both players gain 2 {{2=...}}.</link><br /><br /><link=3>South, back to the town. Both players gain 2 {{3=...}}.</link>
Pricolici_Title;<b>A Monster Emerges from the Forest</b>
Pricolici_Content;The Hunting party explored the Dark Forest to the East.<br /><br />It was only when they were less than a meter away in that tangled mess of ancient undergrowth that the dark form revealed itself to <b>{{0=...}} III</b>. It rose from its crouched position on a fallen tree to tower over the hunters' party, half-man, half-beast.<br /><br />Its body was covered head to toe with matted fur, and the face exposed an elongated snout flanked by eyes that shone like feral gas lamps. A being from folklore made flesh - a Pricolici! And there it waited, and watched, hovering in a space between one breath and the next, poised to flee or charge at a moment's notice.<br /><br />The <b>Pricolici</b> required a sacrifice: <b>{{1=...}}.</b>
MoonPresence_Title;<b>The Pathway Was Blocked</b>
MoonPresence_Content;The Hunting party explored the foggy Moors to the North.<br /><br />The impenetrable haze swirled at its center like a small vortex, alive and billowing, before revealing a massive beast bathed in smoky luminescence. More than twice the size of any hunter in the group, it stood on reptilian hindquarters, scales speckled with moss and fungus oozing with a putrid sheen.<br /><br />And where a face should have been, only a dark, empty abyss could be seen, surrounded by a nest of thick, oily tentacles — a dark headdress of serpents floating in space, unnatural and unseeing, yet devilish to behold. And thus the <b>Moonlight Presence</b> made itself known.<br /><br />The <b>Moonlight Presence</b> required a sacrifice: <b>{{0=...}}.</b>
Wight_Title;<b>The Pathway Was Blocked</b>
Wight_Content;The Hunting party explored the foggy Moors to the North.<br /><br />The stifling mist dissolved before <b>{{0=...}} III</b> as the oily black eyes of a hideous visage glinted in the pale moonlight. Under the boughs of a dying black locust tree, a <b>shambling wight</b> appeared. The ground beneath his broken toes withered to ash with each of his belabored steps. Somehow, the hunting party would need to vanquish this foul terror before the night was over.<br /><br />The <b>Shambling Wight</b> required a sacrifice: <b>{{1=...}}.</b>
Troll_Title;<b>A Monster Emerges from the Forest</b>
Troll_Content;The Hunting party explored the Dark Forest to the East.<br /><br />As they approached a small stone bridgeway spanning a dried up creek bed, a foul odor hung heavy in the air, chokingly thick. It was not long before the source became apparent as an ancient Troll clambered out from under the bridge, taking up position in front of it as though to block the way.<br /><br />Its blue-gray hair reached its knees, rope-like and covered with mud and leaves. From the tangle of wild hair emerged two massive arms with two equally massive hammers clutched in each hand. Its pock-marked, asymmetrical face loomed with anger in their direction.<br /><br />The <b>Troll</b> required a sacrifice: <b>{{0=...}}.</b>
Golem_Title;<b>A Beast Amongst the Stony Crags</b>
Golem_Content;The Hunting party explored into the blood-tinged mountains to the West.<br /><br />A concussive pounding echoed down through the canyon. Upon a darkened ridge not a furlong away, stood a colossus of aggravated rock that could have been hewn from the mountain itself: a Stone Golem!<br /><br />Its massive fists smashed repeatedly into a crater of its own making, and so preoccupied was it in this endeavor, the danger in approaching was not in being seen but in avoiding the boulders it sent plummeting down in all directions.<br /><br />The <b>Golem</b> required a sacrifice: <b>{{0=...}}.</b>
Manticore_Title;<b>A Beast Amongst the Stony Crags</b>
Manticore_Content;The Hunting party explored into the blood-tinged mountains to the West.<br /><br />The ever-thinning air became filled with dust and smoke, followed by a terrifying roar that sent tremors of fear through all who heard it. A massive beast with a lion's frame and giant's head loomed above the path ahead, stirring up a cloud of debris in its wake.<br /><br />The Manticore landed heavily on the narrow path, folded back its leathery wings, and stood perched upon the stone expectantly. Smiling hungrily through a distorted human face that revealed countless needle-sharp teeth, it whipped its barbed tail in malevolent anticipation.<br /><br />The <b>Manticore</b> required a sacrifice: <b>{{0=...}}.</b>
Strigoi_Title;<b>A Town Encounter</b>
Strigoi_Content;The Hunting party explored the cobblestone streets of <b>{{0=...}}</b>.<br /><br />As they approached the darkened alley, they heard first the hideous sound of an animal hungrily feeding on a fresh kill. Peering down the alley, the sound immediately ceased as torchlight revealed a pale-skinned creature hovering over the eviscerated body of an unfortunate townsfolk.<br /><br />It spun to face them, baring long, white fangs and hissing like a cornered housecat. Its red, hateful eyes narrowed as it prepared to strike, its gangly torso covered neck to waist in a glistening liquid. There was no doubt that this abomination was a <b>Strigoi</b>. It would appear the tales were true.<br /><br />The <b>Strigoi</b> required a sacrifice: <b>{{1=...}}.</b>
Priest_Title;<b>A Town Encounter</b>
Priest_Content;The Hunting party explored the cobblestone streets of <b>{{0=...}}</b>.<br /><br />The doors to the church swung inward with great force as though pulled at the end by an unseen hand. A figure in dark robes stood at the pulpit, his unnatural voice echoing a solemn incantation.<br /><br />Positioned like sentinels, marble statues flanked the apse, their eyes leaking blood that pooled red and bright on the floor below. When <b>{{1=...}} III</b> looked again to the figure at the altar, the Priest had turned towards them, arms held high. His hood pulled back to reveal a disfigured face, hairless, lipless and smiling grotesquely, glossy with a sheen of fresh blood.<br /><br />The <b>Priest</b> required a sacrifice: <b>{{2=...}}.</b>
HuntNight1_Title;<b>VOTE</b>
HuntNight1_Content;Both players on the Hunt take their Voting tokens into their hand. They will secretly choose a side to place face up in their palm. Then they will close their fist and extend it to the center of the table.<br /><br />A <b>Yay</b> vote is a vote to <b>contribute</b> to the Hunt.<br />A <b>Nay</b> vote is a vote to <b>keep your resources</b>.<br /><br />If BOTH players choose to contribute, all Servants will survive and each player will <b>pay 1 {{0=...}}</b> to the supply.<br /><br />If 1 player chooses to contribute, all Servants will survive and the contributing player will <b>pay 2 {{0=...}}</b> to the supply.<br /><br />If neither player chooses to contribute, their Servants will go to Lost and the <b><icon=AngryMob_Icon> token will move 1 space to the left.</b><br /><br /><b>The Result of the Vote</b><br />Did at least one player vote to contribute to the Hunt?
HuntSuccess1_Title;<b>{{0=|Majestic|Stunning|Grand|Monumental|Extraordinary}} Success!</b>
HuntSuccess1_Content;The foul {{0=...}} emits a {{1=|loud shriek|low, rumbling growl|strained gasp for air}} before collapsing to the ground, defeated. In seconds, its corporeal form dissipates to ash and is carried away on the wind. For as long as tales are still told of this cursed night, the {{0=...}} was never to be seen again.
HuntFail1_Title;<b>{{0=|Miserable|Woeful|Dismal|Pathetic|Grim}} Failure!</b>
HuntFail1_Content;It had all occurred so quickly, and yet the devastation left in its wake was as violent as it was terrible. The foul {{0=...}} {{1=|seemed to cackle to itself|issued a triumphant wail|smiled with an unsettling grin}}, surveying the scene. Before them, strewn about in sanguine piles, were the wide-eyed corpses of those hunters whose weapons failed to conquer the monstrous being. In the blink of an eye, the {{0=...}} turned and quickly escaped into the shadows, but not before stealing away the family's trusted servants. Their tortured screams were heard throughout the valley.
GoodFrenzyEvent_Title;<b>A Reasoned Proposal</b>
GoodFrenzyEvent_Content;While the system of progressive monster reform was altruistic, it was not without its imperfections. Infractions ranging from minor maulings to severe interdental jugular removal were noted over the years, as were the manic episodes associated with these incidents.<br /><br />It was clear that humans were marginally upset about the lack of livestock and uptick in missing persons potentially consumed by wolves. It was also clear that each monster would experience near daily urges to indulge in profane behavior that they were forced to suppress.<br /><br />Perhaps, they suggested, if they could attempt to indulge their darker urges in a safe space where this expression was fully encouraged, then it would pacify those urges at other more domestic times.
Frenzy2pALT_Title;<b>Frenzy Decision</b>
Frenzy2pALT_Content;The Order suggested a single evening, once every few years, where the town becomes a place to unleash all their frustrations at once. They deemed it the night of "The Frenzy." Citing recent advances in the field of psychology, they suggested that controlled indulgence might alleviate the mania they experience.<br /><br />Given the scientific expertise of the cousins (and possibly with no other stable options), they consulted them in private on this matter, hoping to come to a consensus.<br /><br /><b>BID</b><br />All players take all of their money into their hands. They then secretly choose any amount to place into their right hand to bid on choosing the outcome.<br /><br /><b>Encouraging</b> the Frenzy will guarantee that experimentation will no longer be considered Creepy, but also introduces other problems.<br /><br /><b>Not encouraging</b> the Frenzy will maintain the Biology award.<br /><br />Once all players are ready, reveal the amount of money bid simultaneously. The player that bid the most wins the vote and also <b>gains 2VP</b>. <i>(If there is a tie, the player who went last in turn order the previous round wins the bid.)</i><br /><br />Only the player that wins the election must pay their bid to supply. All others return their money to their Estates.
Frenzy2pALTb_Title;<b>Bid Outcome</b>
Frenzy2pALTb_Content;The player that won the bid must pay their bid to supply.<br /><br /><b>The winning player immediately gains 2VP and chooses the option below:</b>
Frenzy2pALTb_Content1;<link=0>We encouraged this Frenzy behavior.</link><br /><br /><link=1>For God's sake, we did not encourage this behavior.</link>
GoodFrenzyEvent2_Title;<b>A Frenzied Decision</b>
GoodFrenzyEvent2_Content;The Order suggested a single evening, once every few years, where the town becomes a place to unleash all their frustrations at once. They deemed it the night of "The Frenzy." Citing recent advances in the field of psychology, they suggested that controlled indulgence might alleviate the mania they experience.<br /><br />Given the scientific expertise of the cousins (and possibly with no other stable options), they consulted them in private on this matter, hoping to come to a consensus.<br /><br /><b>VOTE</b><br />All players take their Voting tokens into their hands. The players will secretly choose a side to place face up in their palm. Then they will close their fist and extend it to the center of the table.<br /><br />A <b>Yay</b> vote is a vote to encourage the Frenzy. <i>This will guarantee that experimentation will no longer be considered Creepy, but creates other problems.</i><br />A <b>Nay</b> vote is a vote to <b>not</b> encourage the Frenzy. <i>This will maintain the Biology award.</i><br /><br />Once all players have chosen, they all reveal their votes. Tally the votes and the side with the most votes wins. <i>Ties are broken by the last player in turn order.</i>
GoodFrenzyEvent2b_Title;<b>VOTE OUTCOME</b>
GoodFrenzyEvent2b_Content;Once all players have chosen, they all reveal their votes. Tally the votes and the side with the most votes wins. <i>Ties are broken by the last player in turn order.</i><br /><br /><b>Click on the result of your vote:</b>
GoodFrenzyEvent2b_Content1;<link=0>We encouraged this frenzied behavior.</link><br /><br /><link=1>For God's sake, we did not encourage this behavior.</link>
YesFrenzy_Title;<b>The FRENZY</b>
YesFrenzy_Content;The townsfolk who chose not to participate locked their doors and boarded their windows, but the first howls of ghoulish delight sent those same individuals clawing at the walls to be released into the wild again. The Frenzy spared no person in <b>{{0=...}}</b>. The unhinged spectacle set the teeth gnashing and a passionate fire blazing both metaphorically and physically, plumes of hot embers erupting upwards from homes set ablaze with wild abandon. When a door burst open or a window shattered, barely a strangled cry could be heard before another victim's fresh blood spilled into the streets.<br /><br />Indulging in latent urges proved not to quell the dormant urges of the citizenry, but to stoke it. In the coming weeks, the logical faculties of the changed townsfolk were removed. And in its place, a well of anger and a bloodlust so acute it left the landscape to darken and the soil to sour!<br /><br />The thin line between civility and savagery had been severed. The monsters were set loose to prowl the region and invoke their hideous reign upon the unsuspecting masses.
NoFrenzy_Title;<b>A Reasoned Response</b>
NoFrenzy_Content;The recommendation was accepted with gravitas. While many remained wistful, the group's almost immediate adoption of the concept made it clearly a dangerous proposition.<br /><br />To further preoccupy their minds and to quell the bloodlust just beneath the surface, they offered further building assistance to reinforce a wider variety of scientific disciplines.
MayorResolveHunters_Title;<b>Recompense for Past Leadership</b>
MayorResolveHunters_Content;Though memories of the past may be harsh or serene, one cannot deny the significance of those distinctive few whose actions set the gears in motion. <b>{{0=...}}</b>'s namesake was still whispered amongst the townsfolk of <b>{{1=...}}</b>. <b>{{0=...}}</b>'s contribution to the wellbeing of all may have been acute, but it was noticeable nonetheless.<br /><br /><b>{{0=...}}</b>'s family legacy, whether through infamy or prestige, raged onward to press upon the boundaries of science and common decency.
Huntround2_Title;<b>In Preparation for the Hunt</b>
Huntround2_Content;As the full moon rose against a crimson sky, it was clear that the night of the Hunt had finally arrived. <b>{{0=...}} III</b> and <b>{{1=...}} III</b> were chosen. Naturally, the cousins declined to put themselves in potential harm's way, so it was decided that they would send representatives in their stead to assist the Hunters.
HuntersChoice2_Title;<b>The Second Night of the Hunt</b>
HuntersChoice2_Content;The horses reared as a blinding vein of lightning arced across the tempestuous sky, followed by a thunderous rapport that shook the ground beneath their hooves. The anxious party stood at a crossing in the roadway, trembling as they surveyed their surroundings.<br /><br />To the north, a thick fog swallowed the moors, the gray mist obscuring the horrors hidden beneath. To the east, the road entered a dark forest of foreboding trees with limbs entangled. To the west, the sky burned a deep red above the rocky mountains, seething with demonic ferocity.<br /><br />It was also possible to return south to the village again and see what lurked amongst the cordoned streets and torchlight.<br /><br /><b>{{0=...}} III</b> has been selected to make the choice of directions for the Hunt. Once you have chosen a direction, the town will supply both players with the listed resources.
HuntersChoice2_Content1;<link=0>North to the moors. Both players gain 2 {{0=...}}.</link><br /><br /><link=1>East to the dark forest. Both players gain 2 {{1=...}}.</link><br /><br /><link=2>West to the mountains. Both players gain 2 {{2=...}}.</link><br /><br /><link=3>South, back to the town. Both players gain 2 {{3=...}}.</link>
HuntNight2_Title;<b>VOTE</b>
HuntNight2_Content;Both players on the Hunt take their Voting tokens into their hands. They will secretly choose a side to place face up in their palm. Then they will close their fist and extend it to the center of the table.<br /><br />A <b>Yay</b> vote is a vote to <b>contribute</b> to the Hunt.<br />A <b>Nay</b> vote is a vote to <b>keep your resources</b>.<br /><br />If BOTH players choose to contribute, all Servants will survive and each player will <b>pay 1 {{0=...}}</b> to the supply.<br /><br />If 1 player chooses to contribute, all Servants will survive and the contributing player will <b>pay 2 {{0=...}}</b> to the supply.<br /><br />If neither player chooses to contribute, their Servants will go to Lost and the <b><icon=AngryMob_Icon> token will move 1 space to the left.</b><br /><br /><b>The Result of the Vote:</b><br />Did at least one player vote to contribute to the Hunt?
HuntSuccessCheck_Title;<b>{{0=|A Righteous Fate|A Wondrous Fate|Overrun By Demons|Overrun By Monsters}}</b>
HuntSuccessCheck_Content;{{0=?|One by one, the steel weapons were dropped into the wooden chest, the clang of glaives, daggers, and morningstars reverberating through the lodge. They wiped the blood from tri-cornered hats and hung their polished rifles on hooks upon the walls. Affecting a cool manner, they calmed their shaken nerves with pálinka, a brandy that burned like hot coals on the throat and anesthetized their thoughts.<br /><br />They would remain vigilant until the pestilence was wiped from the land, but with {{1=...}} successful hunts, the worst of it was over. The hunt has been a success.|The scud banked across the moon, enveloping the entire valley in a dismal, silvery cocoon.<br /><br />The townsfolk had placed the fate of <b>{{2=...}}</b> into the hands of a group of leather-clad cretins willing to engage in hand-to-hand combat with supernatural forces beyond their understanding. Ultimately, the scientists scoffed at their futile struggle.<br /><br />Embittered by what had been taken from them for this fool's errand, the cousins observed the chaos, protected from the wailing screams of a town overwhelmed by creatures. Perched upon their veranda, they sipped fresh coffee as the hellish minions descended upon the town to exert their terrible influence. The hunt had failed.}}
//====== Gen 3 - NoUniversity ======;
NoUniversity_Title;<b>THE CRAWL</b>
NoUniversity_Deterioration_Title;<icon=StorybookToken> <b>Immortality Deterioration</b>
NoUniversity_ImmortalitySecret_Title;<icon=StorybookToken> <b>Immortality</b>
NoUniversity_TheLocalPub_Title;<b>PUB</b>
NoUniversity_CompleteMasterwork_Title;<b>MASTERWORK</b>
NoUniversity_Knowledge_Title;<b>Knowledge</b>
NoUniversityIntro_SubTitle;<b>DROWN YOUR SORROWS</b>
NoUniversityIntro_Content;They arrived by coach on a cold day in autumn, summoned from studies abroad in order to claim an inheritance that, despite their reticence, carried with it an extraordinary wealth that they could not resist. The once bright village of <b>{{0=...}}</b> they remembered from their eccentric youth was mired in gray fog that clung to the ashen streets. Their carriage nearly unchained itself in the deep muddy ruts of the dilapidated roads nearby.<br /><br />Not much is written about this time aside from journal entries from the young scientists that all echo an immediate revulsion towards the circumstances in which they found themselves and the sense of despair among the townsfolk. Photographs show us some evidence that the hospital was still in operation but its facilities had fallen into disrepair. The university that had once represented a bastion of new science was reduced to rubble, and in its place a disreputable tavern emerged.<br /><br />In fact, several public houses had been built upon the main thoroughfare. When the government denied the town a university, the backlash from the peasantry was swift. The citizens developed a sharp distrust of modern advances in science and medicine and were wary of those who displayed signs of intelligence. The grudge they harbored even prevented the extension of the electrical grid to a town in most desperate need of modern updates.<br /><br />There was an emptiness in the dusty hallways and barren passageways of the ruined Estates and this hollowness pressed upon the cousins' minds most forcefully. For years, they would be forced into secrecy, listless and isolated from their colleagues, their sense of ambition cut short at the most crucial interval. And while a visit to one of the spirited establishments would help quell the masses, the indulgence only made the gravity of the situation wear more heavily upon their features.{{1=?|<br /><br /><b>Whispers Abate</b><br />With the passing of the generation, the hideous and well-founded rumors regarding the grisly demise and otherwise negative treatment of servants in the family's households faded into history. As considerably misguided as it was, the allure of steady employ once again attracted new applicants to the estates once more.|}}
TheBoard1_Title;<b>The State of the Hospital</b>
TheBoard1_Content;{{0=?|Despite the townsfolk's growing distrust of modern medicine, the families who had invested heavily in the Hospital's board of directors still retained access to its private medical reserves and archives.|The Hospital's board of directors had dissolved into obscurity, leaving its remaining wards neglected and underfunded.}}<br /><br />{{1=?|Meanwhile, the lingering medical breakthroughs of the previous generation continued to circulate quietly among those willing to look past the town's superstition.|Meanwhile, without a lasting cure from the previous generation, old ailments continued to fester in the damp alleys of the town.}}
NoUniBuildAward_Title;<b>Mayoral Inheritance</b>
NoUniBuildAward_Content;Although town governance had devolved into loud arguments at the local taverns, the prestige of the former Mayor still carried weight for <b>{{0=...}} III</b>.<br /><br />{{1=?|The municipal Bank established during their ancestor's tenure continued to pay dividends to the family estate.|The public Library established during their ancestor's tenure still held rare volumes sequestered for the family's private study.}}
LoveCharityNoUni_Title;<b>Charitable Legacy</b>
LoveCharityNoUni_Content;Even among the cynical patrons of the public houses, the past generosity of <b>{{0=...}}</b> was remembered fondly by the poorer families of the parish, granting their heir a measure of goodwill.
CreateAMasterwork_Title;<b>Masters of Their Own Destiny</b>
CreateAMasterwork_Content;It seemed the pervasive gloom of <b>{{0=...}}</b> had infected the halls of the great estates. For when the cousins explored the musty recesses of their inherited homes, they discovered great underground laboratories left in startling disarray. Volumetric flasks lay shattered amongst the rusted remains of mechanical devices misshapen and strewn across the floor. And most disconcerting, the tattered remains of a most exceptional experiment. Oh the folly of the depressed and aged mind!<br /><br />To those of lesser imagination, this may have been the death knell of their ambitions, but their youthful exuberance could not be shackled by the capricious whims of their progenitors! If their family could not continue the generations of hard work, they would create their own legacy!
CreateMwDiscipline_Title;<b>A Masterwork of My Own - {{0=...}} III</b>
CreateMwDiscipline_Content;I was no longer constrained by the fickle whims of my ancestors. I could allow my imagination to run wild with possibilities! Within moments, I set to creating something new and magnificent - something that would cause the scientific world to quiver in awestruck wonder.<br /><br />My creation is from which scientific discipline?
CreateMwType_Title;<b>What Type of Glorious Creation</b>
CreateMwType_Content;With my unique {{0=...}} skills, this creation was already more focused and impressive than ever before. But, what ingenious type of creation would I explore?<br /><br />My creation could be described as what type?
CreateMwConfirm_Title;<b>The Legendary {{0=...}}</b>
